id	name	doi	pmid	source	method.type	comment	missing information	authors
196	flow0.4_neg	https://doi.org/10.1007/s00216-021-03828-0	34907452	Publication	RP			R. Stoffel, M. Quilliam, N. Hardt, A. Fridstrom, M. Witting
197	temp37.5_pos	https://doi.org/10.1007/s00216-021-03828-0	34907452	Publication	RP			R. Stoffel, M. Quilliam, N. Hardt, A. Fridstrom, M. Witting
198	temp37.5_neg	https://doi.org/10.1007/s00216-021-03828-0	34907452	Publication	RP			R. Stoffel, M. Quilliam, N. Hardt, A. Fridstrom, M. Witting
199	temp39_pos	https://doi.org/10.1007/s00216-021-03828-0	34907452	Publication	RP			R. Stoffel, M. Quilliam, N. Hardt, A. Fridstrom, M. Witting
200	temp39_neg	https://doi.org/10.1007/s00216-021-03828-0	34907452	Publication	RP			R. Stoffel, M. Quilliam, N. Hardt, A. Fridstrom, M. Witting
201	temp41_pos	https://doi.org/10.1007/s00216-021-03828-0	34907452	Publication	RP			R. Stoffel, M. Quilliam, N. Hardt, A. Fridstrom, M. Witting
202	temp41_neg	https://doi.org/10.1007/s00216-021-03828-0	34907452	Publication	RP			R. Stoffel, M. Quilliam, N. Hardt, A. Fridstrom, M. Witting
203	temp42.5_pos	https://doi.org/10.1007/s00216-021-03828-0	34907452	Publication	RP			R. Stoffel, M. Quilliam, N. Hardt, A. Fridstrom, M. Witting
204	temp42.5_neg	https://doi.org/10.1007/s00216-021-03828-0	34907452	Publication	RP			R. Stoffel, M. Quilliam, N. Hardt, A. Fridstrom, M. Witting
205	Orbitrap1			PredRet	RP			
206	RP_PSB_HF			PredRet	RP			
207	hypergold_pea			PredRet	RP		gradient, temperatur, flow rate	
208	IJM_TEST			PredRet	HILIC		column length, ID, particle size, gradient, temperature, flow rate	
209	SMRT			PredRet	RP		column length, ID, particle size, gradient, temperature, flow rate	
210	ABC			PredRet	RP		column name, temperature, gradient, flow rate	
211	SNU-Test			PredRet	RP		temperature	
212	SNU_RP_70			PredRet	RP		column length, ID, particle size, gradient, temperature, flow rate	
213	SNU_RP_108			PredRet	RP		column length, ID, particle size, gradient, temperature, flow rate	
214	SNU_RP_10			PredRet	RP		column length, ID, particle size, gradient, temperature, flow rate	
215	SNU_RP_20			PredRet	RP		column length, ID, particle size, gradient, temperature, flow rate	
216	SNU_RP_30			PredRet	RP		column length, ID, particle size, gradient, temperature, flow rate	
217	SNU_RP_50			PredRet	RP		column length, ID, particle size, gradient, temperature, flow rate	
218	#HILIC_tip			PredRet	NA		all	
219	SNU_RIKEN_POS			PredRet	RP		column length, ID, particle size, gradient, temperature, flow rate	
220	cecum_JS			PredRet	RP	gradient: missing times	temperature	
221	SNU_RP_indole_annotation			PredRet	RP		column length, ID, particle size, gradient, temperature, flow rate	
222	METLIN RP			PredRet	RP		column length, ID, particle size, gradient, temperature, flow rate	
223	SNU_RP_indole_order			PredRet	RP		column length, ID, particle size, gradient, temperature, flow rate	
224	JKC_Probiotics			PredRet	RP		column length, ID, particle size, gradient, temperature, flow rate	
225	AjsTestF			PredRet	HILIC		temperature, flow rate	
226	SNU_organoid			PredRet	RP		column length, ID, temperature, gradient, flow rate	
227	Meister zic-pHILIC ph9.3			PredRet	HILIC	gradient: missing times	-	
228	AnnieTestFiehn			PredRet	HILIC		temperature, flow rate	
229	Dafachronic acids			BGC	RP			E.-M. Harrieder, M. Witting
230	AjsUoB			PredRet	NA			
231	HPOS_ROI_V_3_1_1			The National Phenome Centre’s Open Platform for LC-MS-Based Metabolomics	HILIC			
232	LNEG_ROI_V_5_1_1			The National Phenome Centre’s Open Platform for LC-MS-Based Metabolomics	RP			
233	LPOS_ROI_V_5_1_1			The National Phenome Centre’s Open Platform for LC-MS-Based Metabolomics	RP			
234	RNEG_ROI_V_3_1_0			The National Phenome Centre’s Open Platform for LC-MS-Based Metabolomics	RP			
235	RPOS_ROI_V_3_1_1			The National Phenome Centre’s Open Platform for LC-MS-Based Metabolomics	RP			
236	MSMS_pos_30_ACN_HSS T3			BGC	RP			E.-M. Harrieder, M. Witting
237	MSMS_neg_30_ACN_HSS T3			BGC	RP			E.-M. Harrieder, M. Witting
238	MSMS_pos_40_ACN_HSS T3			BGC	RP			E.-M. Harrieder, M. Witting
239	MSMS_neg_40_ACN_HSS T3			BGC	RP			E.-M. Harrieder, M. Witting
240	MSMS_pos_50_ACN_HSS T3			BGC	RP			E.-M. Harrieder, M. Witting
241	MSMS_neg_50_ACN_HSS T3			BGC	RP			E.-M. Harrieder, M. Witting
242	CCS_pos_40_ACN_HSS T3			BGC	RP			E.-M. Harrieder, M. Witting
243	CCS_neg_40_ACN_HSS T3			BGC	RP			E.-M. Harrieder, M. Witting
244	MSMS_pos_30_ACN_XB-C18			BGC	RP			E.-M. Harrieder, M. Witting
245	MSMS_neg_30_ACN_XB-C18			BGC	RP			E.-M. Harrieder, M. Witting
246	MSMS_pos_40_ACN_XB-C18			BGC	RP			E.-M. Harrieder, M. Witting
247	MSMS_neg_40_ACN_XB-C18			BGC	RP			E.-M. Harrieder, M. Witting
248	MSMS_pos_50_ACN_XB-C18			BGC	RP			E.-M. Harrieder, M. Witting
249	MSMS_neg_50_ACN_XB-C18			BGC	RP			E.-M. Harrieder, M. Witting
250	CCS_pos_40_ACN_XB-C18			BGC	RP			E.-M. Harrieder, M. Witting
251	CCS_neg_40_ACN_XB-C18			BGC	RP			E.-M. Harrieder, M. Witting
252	MSMS_pos_30_ACN_BEH C18			BGC	RP			E.-M. Harrieder, M. Witting
253	MSMS_neg_30_ACN_BEH C18			BGC	RP			E.-M. Harrieder, M. Witting
254	MSMS_pos_40_ACN_BEH C18			BGC	RP			E.-M. Harrieder, M. Witting
255	MSMS_neg_40_ACN_BEH C18			BGC	RP			E.-M. Harrieder, M. Witting
256	MSMS_pos_50_ACN_BEH C18			BGC	RP			E.-M. Harrieder, M. Witting
257	MSMS_neg_50_ACN_BEH C18			BGC	RP			E.-M. Harrieder, M. Witting
258	CCS_pos_40_ACN_BEH C18			BGC	RP			E.-M. Harrieder, M. Witting
259	CCS_neg_40_ACN_BEH C18			BGC	RP			E.-M. Harrieder, M. Witting
260	Synergi_Pos	https://doi.org/10.1021/acs.analchem.1c00972		Dataset	RP			C. Huber
261	Synergi_Neg	https://doi.org/10.1021/acs.analchem.1c00972		Dataset	RP			C. Huber
262	SPECIMEN_Pos	https://doi.org/10.1021/acs.analchem.2c00061		Dataset	RP			C. Huber
263	SPECIMEN_Neg	https://doi.org/10.1021/acs.analchem.2c00061		Dataset	RP			C. Huber
264	reserved for Adriano Rutz
265	reseverd for Mitja
