Brand Name	Manufacturer	USP.Code
Scherzo SM-C18	Imtakt	L1
Scherzo SS-C18	Imtakt	L1
Scherzo SW-C18	Imtakt	L1
SecurityGuard for C18	Phenomenex	L1
SelectaPore 90M, 300P, 300M	The Separations Group, Inc.	L1
Shim-pack Arata C18	Shimadzu	L1
Shim-pack Arata Peptide C18	Shimadzu	L1
Shim-pack CLC ODS	Shimadzu	L1
Shim-pack FC-ODS	Shimadzu	L1
Shim-pack G-BA C18	Shimadzu	L1
Shim-pack GIS C18	Shimadzu	L1
Shim-pack GIS C18-P	Shimadzu	L1
Shim-pack GIS RP-Shield	Shimadzu	L1
Shim-pack GISS C18	Shimadzu	L1
Shim-pack GIST C18	Shimadzu	L1
Shim-pack GIST C18-AQ	Shimadzu	L1
Shim-pack GWS C18	Shimadzu	L1
Shim-pack MAqC-ODS	Shimadzu	L1
Shim-pack MC C18	Shimadzu	L1
Shim-pack Scepter C18	Shimadzu	L1
Shim-pack Scepter HD-C18	Shimadzu	L1
Shim-pack Velox C18	Shimadzu	L1
Shim-pack Velox SP-C18	Shimadzu	L1
Shim-pack VP-ODS	Shimadzu	L1
Shim-pack XR-ODS	Shimadzu	L1
Shim-pack XR-ODS II	Shimadzu	L1
Shim-pack XR-ODS III	Shimadzu	L1
Shodex C18	Shodex	L1
Shodex ODSpak F-411	Shodex	L1
Shodex Silica C18M	Shodex	L1
Shodex Silica C18P	Shodex	L1
SiliaChrom AQ C18	SiliCycle Inc	L1
SiliaChrom dt C18	SiliCycle Inc	L1
SiliaChrom SB C18	SiliCycle Inc	L1
SiliaChrom XDB C18	SiliCycle Inc	L1
SiliaChrom XDB1 C18	SiliCycle Inc	L1
SiliaChrom XDB2 C18	SiliCycle Inc	L1
SiliaChrom XT C18	SiliCycle Inc	L1
SiliaChrom XT Fidelity C18	SiliCycle Inc	L1
SMT AquSep C18	Separation Methods Tech.	L1
SMT Elite C18	Separation Methods Tech.	L1
SMT OD C18	Separation Methods Tech.	L1
SMT ODL C18	Separation Methods Tech.	L1
SMT VintaSep C18	Separation Methods Tech.	L1
Spectraphysics C18	Spectra Physics Inc.	L1
SpeedCore BIO Peptide C18	Fortis Technologies	L1
SpeedCore BIO Protein C18	Fortis Technologies	L1
Speedcore C18	Fortis Technologies	L1
SpeedCore C18-PFP	Fortis Technologies	L1
SpeedCore pH Plus C18	Fortis Technologies	L1
SphereClone C18	Phenomenex	L1
Spheri-(5 and 10) ODS C18	PerkinElmer, Inc.	L1
Spheri-(5 and 10) RP-18	PerkinElmer, Inc.	L1
Spheri-10 ODS C18	PerkinElmer, Inc.	L1
Spheri-10 RP-18	PerkinElmer, Inc.	L1
Spheri-5 ODS C18	PerkinElmer, Inc.	L1
Spheri-5 RP-18	PerkinElmer	L1
Spheri-5 RP-18	PerkinElmer, Inc.	L1
Spherisorb ODS	Waters Corp.	L1
Spherisorb ODS-2	Waters Corp.	L1
Spherisorb ODS-B	Waters Corp.	L1
Spherisorb ODS1	Waters Corp.	L1
Spherisorb ODS2	Waters Corp.	L1
Spherisorb S10 ODS	Waters Corp.	L1
Spherisorb S5 ODS	Waters Corp.	L1
STR ODS-II	Shinwa	L1
STR ODS-M	Shinwa	L1
Sunfire C18	Waters Corp.	L1
Sunniest C18	ChromaNik Technol.	L1
Sunniest C18-HT	ChromaNik Technol.	L1
Sunrise C18	ChromaNik Technol.	L1
Sunrise C18-SAC	ChromaNik Technol.	L1
SunShell C18	ChromaNik Technol.	L1
SunShell C18-WP	ChromaNik Technol.	L1
SunShell HFC18-16	ChromaNik Technol.	L1
SunShell HFC18-30	ChromaNik Technol.	L1
Sunsil C18	Sun Life Sciences	L1
SUPELCOSIL LC-18	Supelco	L1
Supelcosil LC-18	Supelco, Inc.	L1
Supelcosil LC-18-DB	Supelco, Inc.	L1
SUPELCOSIL LC-18-S	Supelco	L1
SUPELCOSIL LC-18-T	Supelco	L1
Supelcosil LC-318	Supelco	L1
SUPELCOSIL LC-PAH	Supelco	L1
Supelguard LC18	Supelco Inc.	L1
Superiorex	Osaka Soda Co., Ltd.	L1
Superspher 100 RP-18	Merck KgaA	L1
Superspher RP-18	Merck, KgaA	L1
Superspher RP-18e	Merck, KGaA	L1
Superspher RP18e	Merck, KgaA	L1
SVEA C18	Nanologica AB	L1
SVEA C18 Plus	Nanologica AB	L1
SVEA Core C18 Plus	Nanologica AB	L1
Symmetry	Waters Corp.	L1
Symmetry C18	Waters Corp.	L1
Symmetry Shield RP-18	Waters Corp.	L1
Symmetry300 C18	Waters Corp.	L1
SymmetryPrep C18	Waters Corp.	L1
SymmetryShield RP18	Waters Corp.	L1
SynChropak RPP	Eprogen, Inc.	L1
SynChropak RPP-100	Eprogen, Inc.	L1
SynChropak RPP-1000	Eprogen, Inc.	L1
SynChropak RPP-4000	Eprogen, Inc.	L1
SynChropak RPS-100	Eprogen, Inc.	L1
Syncronis aQ	Thermo Scientific	L1
Syncronis C18	Thermo Scientific	L1
Synergi Fusion-RP	Phenomenex	L1
Synergi Hydro-RP	Phenomenex	L1
Targa C18	Higgins Analytical	L1
Titan C18	Supelco	L1
Tracer Excel ODSA	Teknokroma	L1
TSK-GEL ODS-80Tm	Tosoh Bioscience	L1
TSKgel ODS-100S	Tosoh Bioscience	L1
TSKgel ODS-100V	Tosoh Bioscience	L1
TSKgel ODS-100Z	Tosoh Bioscience	L1
TSKgel ODS-120A	Tosoh Bioscience	L1
TSKgel ODS-120T	Tosoh Bioscience	L1
TSKgel ODS-140HTP	Tosoh Bioscience	L1
TSKgel ODS-80Tm	Tosoh Bioscience	L1
TSKgel ODS-80Ts	Tosoh Bioscience	L1
TSKgel OligoDNA-RP	Tosoh Bioscience	L1
TSKgel Super-ODS	Tosoh Bioscience	L1
Ultimate AQ-C18	Welch Materials, Inc.	L1
Ultimate XB-C18	Welch Materials, Inc.	L1
Ultra Aqueous	Restek Corp.	L1
Ultra Aqueous C18	Restek Corp.	L1
Ultra C18	Restek Corp.	L1
Ultra Carbamate	Restek Corp.	L1
Ultracarb	Phenomenex	L1
Ultracarb C18	Phenomenex	L1
Ultracarb ODS	Phenomenex	L1
Ultracarb ODS (20)	Phenomenex	L1
Ultracarb ODS (30)	Phenomenex	L1
UltraCore SuperC18	Advanced Chrom. Tech.	L1
Ultrasep ES RP18	Dr. Maisch	L1
Ultrasphere C-18-IP	Hichrom	L1
Ultrasphere C18	Hichrom	L1
Ultrasphere C18-IP	Hichrom	L1
Ultrasphere ODS	Hichrom	L1
Ultremex C18	Phenomenex	L1
Ultron HF-ODS	Shinwa	L1
Ultron VX-ODS	Shinwa	L1
UniMS C18A1	Unimicrosep	L1
UniMS C18Fast	Unimicrosep	L1
Unison UK-C18	Imtakt	L1
Unison US-C18	Imtakt	L1
Unisphere C18	Unichrom Associates	L1
UniverSil C18	Fortis Technologies	L1
UniverSil HS C18	Fortis Technologies	L1
Uptisphere 300A PXP	Interchim	L1
Uptisphere 300A WOD	Interchim	L1
Uptisphere HDO	Interchim	L1
Uptisphere HSC	Interchim	L1
Uptisphere NEC	Interchim	L1
Uptisphere ODB	Interchim	L1
Uptisphere PAH	Interchim	L1
Uptisphere Strategy C18-2	Interchim	L1
Uptisphere Strategy C18-3	Interchim	L1
Uptisphere Strategy RP	Interchim	L1
Uptisphere TF	Interchim	L1
Uptisphere X-Serie C18	Interchim	L1
Uptisphere X-Serie OD2	Interchim	L1
Utracarb ODS(20)	Phenomenex	L1
Versapack C18	Alltech Associates	L1
VisionHT C18	Dr. Maisch	L1
VisionHT C18-B	Dr. Maisch	L1
VisionHT C18-P	Dr. Maisch	L1
VisionHT C18HL	Dr. Maisch	L1
Viva C18	Restek Corp.	L1
Viva 300 C18	Restek Corp.	L1
Vydac 201TP	Hichrom	L1
Vydac 202TP	Hichrom	L1
Vydac 218MS	Hichrom	L1
Vydac 218TP	Hichrom	L1
Vydac 238MS	Hichrom	L1
Vydac 238TP	Hichrom	L1
Vydac Denali (238DE)	Hichrom	L1
Vydac Everest (238EV)	Hichrom	L1
Vydac ODS	Hichrom	L1
Wakopak Combi ODS	Wako Pure Chemical Ind.	L1
Wakopak Combi ODS Fast	Wako Pure Chemical Ind.	L1
Wakopak Handy ODS	Wako Pure Chemical Ind.	L1
Wakopak MS-5C18 GT	Wako Pure Chemical Ind.	L1
Wakopak Navi C18-5	Wako Pure Chemical Ind.	L1
Wakopak Wakosil 10C18	Wako Pure Chemical Ind.	L1
Wakopak Wakosil 10C18-200	Wako Pure Chemical Ind.	L1
Wakopak Wakosil 5C18	Wako Pure Chemical Ind.	L1
Wakopak Wakosil 5C18 AR	Wako Pure Chemical Ind.	L1
Wakopak Wakosil 5C18-200	Wako Pure Chemical Ind.	L1
Wakopak Wakosil 5C18-200N	Wako Pure Chemical Ind.	L1
Wakopak Wakosil 5C18-200T	Wako Pure Chemical Ind.	L1
Wakopak Wakosil 5C18N	Wako Pure Chemical Ind.	L1
Wakopak Wakosil 5C18T	Wako Pure Chemical Ind.	L1
Wakopak Wakosil 7C18	Wako Pure Chemical Ind.	L1
Wakopak Wakosil-II 3C18 AR	Wako Pure Chemical Ind.	L1
Wakopak Wakosil-II 3C18 HG	Wako Pure Chemical Ind.	L1
Wakopak Wakosil-II 3C18 RS	Wako Pure Chemical Ind.	L1
Wakopak Wakosil-II 5 C18-100	Wako Pure Chemical Ind.	L1
Wakopak Wakosil-II 5C18	Wako Pure Chemical Ind.	L1
Wakopak Wakosil-II 5C18 AR	Wako Pure Chemical Ind.	L1
Wakopak Wakosil-II 5C18 AR Prep	Wako Pure Chemical Ind.	L1
Wakopak Wakosil-II 5C18 HG	Wako Pure Chemical Ind.	L1
Wakopak Wakosil-II 5C18 HG Prep	Wako Pure Chemical Ind.	L1
Wakopak Wakosil-II 5C18 RS	Wako Pure Chemical Ind.	L1
Wakopak Wakosil-II 5C18 RS Prep	Wako Pure Chemical Ind.	L1
Wakopak Wakosil-II 5C18-100	Wako Pure Chemical Ind.	L1
Wakopak WakosilII 3C18 RS	Wako Pure Chemical Ind.	L1
Wakosil 5C18 HG and AR	Wako Pure Chemical Ind.	L1
Wakosil C18 RS 3 and 5	Wako Pure Chemical Ind.	L1
XBridge BEH C18	Waters	L1
XBridge BEH130	Waters Corp.	L1
XBridge BEH300	Waters Corp.	L1
XBridge C18	Waters Corp.	L1
XBridge OST C18	Waters Corp.	L1
XBridge Shield RP18	Waters Corp.	L1
XSelect CSH C18	Waters Corp.	L1
XSelect HSS C18	Waters Corp.	L1
XSelect HSS C18 SB	Waters Corp.	L1
XSelect HSS T3	Waters	L1
XSelect HSS T3	Waters Corp.	L1
XTerra MS C18	Waters	L1
Xterra MS C18	Waters Corp	L1
XTerra RP 18	Waters Corp.	L1
XTerra RP18	Waters Corp.	L1
YMC 18 ODS-A	YMC Corp.	L1
YMC A303-5 S-5 120A ODS	YMC Inc.	L1
YMC-AQ C18	YMC Co., Ltd.	L1
YMC-Pack AQ-302 C18	YMC Co., Ltd.	L1
YMC-Pack ODS-A	YMC Co. Ltd.	L1
YMC-Pack ODS-AL	YMC Co., Ltd.	L1
YMC-Pack ODS-AM	YMC Co. Ltd.	L1
YMC-Pack ODS-AQ	YMC Co., Inc.	L1
YMC-Pack Pro C18	YMC Co., Inc.	L1
YMC-Pack Pro C18 RS	YMC Co., Ltd.	L1
YMC-Triart Bio C18	YMC Co., Ltd.	L1
YMC-Triart C18	YMC Co., Ltd.	L1
YMC-Triart C18 ExRS	YMC Co., Ltd.	L1
YMC-UltraHT Pro C18	YMC Co., Ltd.	L1
Zodiac 100 C18	Zodiac Life Sciences	L1
Zodiac 120 AC EPS	Zodiac	L1
Zodiac 120 C18 Eurobond	Zodiac	L1
Zodiac 120 C18AQ	Zodiac	L1
Zodiac 120 C18H	Zodiac	L1
Zodiac 120 C18SH	Zodiac	L1
Zodiac C18	Zodiac Life Sciences	L1
Zodiac C18 Shield	Zodiac Life Sciences	L1
Zodiac C18(1)	Zodiac Life Sciences	L1
Zodiac C18(2)	Zodiac Life Sciences	L1
Zodiac C18AQ	Zodiac Life Sciences	L1
Zodiac ODS	Zodiac	L1
Zodiac ODS H	Zodiac	L1
Zorbax 300 StableBond C18	Agilent	L1
ZORBAX 300SB-C18	Agilent	L1
Zorbax Eclipse PAH	Agilent	L1
ZORBAX Eclipse Plus C18	Agilent	L1
Zorbax Eclipse Plus C18	Agilent	L1
ZORBAX Eclipse XDB-C18	Agilent	L1
Zorbax Eclipse XDB-C18	Agilent	L1
ZORBAX Extend C18	Agilent	L1
Zorbax Extend-C18	Agilent	L1
ZORBAX ODS	Agilent	L1
Zorbax ODS C18	Agilent	L1
Zorbax ODS Classic	Agilent	L1
Zorbax Reliance ODS	Agilent	L1
Zorbax RP-18	Agilent	L1
ZORBAX RRHD 300SB C18	Agilent	L1
Zorbax RRHD SB-C18	Agilent	L1
ZORBAX Rx C18	Agilent	L1
Zorbax RX-C18	Agilent	L1
ZORBAX Rx-C18	Agilent	L1
ZORBAX SB-C18	Agilent	L1
Zorbax SB-C18	Agilent	L1
Zorbax StableBond C18	Agilent	L1
Zorbax XDB C18 Rapid resolution	Agilent	L1
Bondapak C18/Corasil	Waters Associates	L2
Bondapak Prep C18	Water Corp.	L2
Bondpack	Waters	L2
Co:Pell ODS	Whatman Inc.	L2
Generick	Sepax Technologies, Inc.	L2
Generick C18	Sepax Techonologies, Inc.	L2
MPLC RP-18	Brownlee Labs	L2
NCI-NeuroBond C18	National Chromatography Inc.	L2
None Cited	n/a	L2
Permaphase ETH	DuPont	L2
Permaphase ODS	DuPont	L2
Sep-Pak C18	Waters	L2
Sep-Pak C18	Waters Associates	L2
SMT Elite Prep C18	Separation Methods Tech.	L2
SMT OD Prep C18	Separation Methods Tech.	L2
SMT ODL Prep C18	Separation Methods Tech.	L2
UniMS C18A150	Unimicrosep	L2
Wakopak Wakosil 40C18	Wako Pure Chemical Ind.	L2
Whatman ODS Co-Pell Media	Whatman Inc.	L2
Zodiac Prep C18	Zodiac Life Sciences	L2
Accucore HILIC	Thermo Scientific	L3
ACE Excel SIL	Advanced Chrom. Tech.	L3
ACE SIL	Advanced Chrom. Tech.	L3
ACQUITY UPLC BEH HILIC	Waters Corp.	L3
Adsorbosil Silica	Dr. Maisch	L3
Adsorbosphere HS Silica	Dr. Maisch	L3
Adsorbosphere Silica	Dr. Maisch	L3
Adsorbosphere XL Silica	Dr. Maisch	L3
Allsphere Silica	Grace -Alltech	L3
Alltima HP HILIC	Hichrom	L3
Alltima HP Silica	Hichrom	L3
Alltima Silica	Hichrom	L3
Allure Silica	Restek Corp.	L3
Amethyst Silica	Sepax Technologies, Inc.	L3
Apex Silica	Hichrom	L3
Ascentis Express HILIC	Supelco	L3
Ascentis Silica	Supelco	L3
Ascentis Silica	Supelco	L3
Atlantis HILIC Silica	Waters Corp.	L3
Aurashell HILIC	Horizon Chromatography Ltd.	L3
Avanti BDS Si	Exmere Ltd.	L3
Avanti Si	Exmere Ltd.	L3
BETASIL Silica 100	Thermo Scientific	L3
Bondclone Silica	Phenomenex	L3
Bondesil Si	Varian	L3
Chromasol JADE HILIC	Intek Chromasol	L3
Chromasol ONYX HILIC	Intek Chromasol	L3
Chromasol ONYX SIL	Intek Chromasol	L3
Chromegasorb		L3
Chromegasphere	ES Industries	L3
Chromolith Si	Merck KGaA	L3
Chrompack CP MicroSpher Si	Chrompack Inc.	L3
Cogent HPS Silica	MicroSolv Techn. Corp.	L3
Cogent MicroBee Silica	MicroSolv Techn. Corp.	L3
Cogent Silica-C	MicroSolv Techn. Corp.	L3
Cogent Silica-C 2.o	MicroSolv Techn. Corp.	L3
CORTECS HILIC	Waters Corp.	L3
CORTECS UPLC HILIC	Waters Corp.	L3
Cosmosil SL-II	Nacalai Tesque, Inc.	L3
DAISO Silica	DAISO Fine Chem USA, Inc.	L3
Deltabond Silica	Thermo Scientific	L3
Develosil 100	Nomura Chemical	L3
Develosil 30	Nomura Chemical	L3
Develosil 60	Nomura Chemical	L3
Econosil Silica	Dr. Maisch	L3
Econosphere Silica	Dr. Maisch	L3
Econosphere Silica 3 x 3	Alltech Associates	L3
Enable Silica	Spincotech	L3
Exsil 100 Si	Exmere Ltd.	L3
Exsil 1000Si	Exmere Ltd.	L3
Exsil 300 Si	Exmere Ltd.	L3
Exsil 500 Si	Exmere Ltd.	L3
Exsil 80 Si	Exmere Ltd.	L3
Exsil Clasico Si	Exmere Ltd.	L3
Exsil Plus Si	Exmere Ltd.	L3
Exsil Pure	Exmere Ltd.	L3
Exsil Silica	SGE Analytical Science	L3
Fortis HILIC	Fortis Technologies	L3
Fortis Silica	Fortis Technologies	L3
Genesis Silica	Hichrom	L3
GROM-Sapphire Si	Dr. Maisch	L3
GROM-SIL Silica NP-1 ST	Dr. Maisch	L3
GROM-SIL Silica NP-2 SP	Dr. Maisch	L3
Guard-PAK	Waters Associates	L3
Haisil 100	Higgins Analytical	L3
HALO HILIC	Advanced Materials Technol.	L3
HECTOR-M Sil	RStech Corp.	L3
Heritage N	Helix Chromatography	L3
HP-Silica	Sepax Techonologies, Inc.	L3
HS-3	Perkin-Elmer Corp.	L3
Hyperclone Silica	Phenomenex	L3
HyperPrep HS Silica	Thermo Scientific	L3
Hypersil GOLD Silica	Thermo Scientific	L3
Hypersil Silica	Thermo Scientific	L3
IB-SIL Silica	Phenomenex	L3
Inertsil SIL-100A	GL Sciences	L3
Inertsil SIL-150A	GL Sciences	L3
Inertsil Silica	GL Sciences	L3
Inertsil WP 300 SIL	GL Sciences	L3
KANAK Silica	Nanghavi Chrom. Solutions	L3
Kinetex HILIC	Phenomenex	L3
Kromasil Si	Akzo Nobel Separations	L3
Legacy L3	SIELC Technol.	L3
LiChrosorb Si 100	Merck KGaA	L3
LiChrosorb Si 60	Merck KGaA	L3
LiChrospher Si-100	Merck KGaA	L3
LiChrospher Si-60	Merck KGaA	L3
Luna Silica	Phenomenex	L3
Luna Silica(2)	Phenomenex	L3
MicroPorasil	Waters Corp.	L3
MicroSorb Si	Varian	L3
MicroSpher Si	Varian	L3
MonoChrom Si	Varian	L3
MultoHigh 100 Si	CS-Chromatographie Service	L3
MultoHigh U-Si	CS-Chromatographie Service	L3
MultoKrom 100 Si	CS-Chromatographie Service	L3
Multospher 100 Si	CS-Chromatographie Service	L3
Multospher 120 Si	CS-Chromatographie Service	L3
MultoWorb Si	CS-Chromatographie Service	L3
NCI-Neurosyil Silica 100	National Chromatography Inc.	L3
NCI-Ultimasyil Silica 100	National Chromatography Inc.	L3
None Cited	n/a	L3
Nova-Pak Silica	Waters Corp.	L3
NUCLEODUR Silica	Macherey-Nagel	L3
NUCLEODUR SiOH	Macherey-Nagel	L3
NUCLEOSIL Silica	Macherey-Nagel	L3
NUCLEOSIL Silica 5	Macherey-Nagel	L3
NUCLEOSIL SiOH	Macherey-Nagel	L3
Onyx Silica	Phenomenex	L3
OptimaPak Sil	RStech Corp.	L3
Optimisil AQ Silica	CVC Technologies	L3
Partisil 10 Silica	Hichrom	L3
Partisil 5 Silica	Hichrom	L3
Partisil Silica	Hichrom	L3
Partisphere Silica	Hichrom	L3
Pecosphere Silica	Perkin-Elmer Corp.	L3
Peerless Silica	Chromatopak	L3
PerfectChrom 100 Sil	MZ Analysentechnik	L3
PerfectChrom 60 Sil	MZ Analysentechnik	L3
PerfectSil 100 Sil	MZ Analysentechnik	L3
PerfectSil 1000 Sil	MZ Analysentechnik	L3
PerfectSil 120 Sil	MZ Analysentechnik	L3
PerfectSil 300 Sil	MZ Analysentechnik	L3
PerfectSil Target Sil 100	MZ Analysentechnik	L3
Pinnacle DB Silica	Restek Corp	L3
Platinum Silica	Dr. Maisch	L3
Polaris Si	Macherey-Nagel	L3
POLYGOSIL Si 100A	Macherey-Nagel	L3
POLYGOSIL Si 60A	Macherey-Nagel	L3
POLYGOSIL Silica	Macherey-Nagel	L3
Poroshell 120 HILIC	Agilent	L3
Prep Nova-Pak HR Silica	Waters Corp	L3
Prevail Silica	Hichrom	L3
Prodigy Silica	Phenomenex	L3
Prodigy Silica 3	Phenomenex	L3
ProntoSIL SI	Bischoff	L3
Purospher STAR Si	Merck KGaA	L3
Pursuit Si	Varian	L3
Pursuit XRs Si	Varian	L3
Quasar Silica	PerkinElmer	L3
Raptor HILIC-Si	Restek Corp.	L3
Reprosil 80 Si	Dr. Maisch	L3
Reprosil-Pur Si	Dr. Maisch	L3
Resolve Silica	Waters Corp.	L3
Roc Silica	Restek Corp.	L3
Shim-pack Velox HILIC	Shimadzu	L3
Shim-pack XR-SIL	Shimadzu	L3
Shodex Silica 5SIL	Shodex	L3
SiliaChrom dt Si	SiliCycle Inc	L3
SiliaChrom XDB Si	SiliCycle Inc	L3
SiliaChrom XDB1 Si	SiliCycle Inc	L3
SILICA AG 120	Osaka Soda Co., Ltd.	L3
SILICA AG 80	Shiseido	L3
Silica AG80, 120	Osaka Soda Co., Ltd.	L3
SILICA SG 120	Shiseido	L3
SILICA SG80	Shiseido	L3
Silica SG80, 120	Osaka Soda Co., Ltd.	L3
SMT Silica	Separation Methods Tech.	L3
Speedcore HILIC	Fortis Technologies	L3
Spheri-(5 and 10)-Si	PerkinElmer	L3
Spherisorb Silica	Waters Corp.	L3
Spherosil XOA 600	Beckman Instruments	L3
SunFire Silica	Waters Corp	L3
Supelcosil LC-3Si	Supelco	L3
Supelcosil LC-Si	Supelco	L3
SVEA Silica	Nanologica AB	L3
Syncronis Silica	Thermo Scientific	L3
TSKgel Silica-60	Tosoh Bioscience	L3
Ultra Silica	Restek Corp	L3
Ultrasphere Silica	Hichrom	L3
Ultron VX-Sil	Shinwa	L3
UniMS SIL	Unimicrosep	L3
Unison UK-Silica	Imtakt - Silvertone Sciences	L3
Uptisphere Silica	Interchim	L3
Uptisphere Strategy Hilic	Interchim	L3
Uptisphere Strategy Silica	Interchim	L3
VisionHT HILIC	Dr. Maisch	L3
VisionHT Silica	Dr. Maisch	L3
Viva 300 Silica	Restek Corp	L3
Viva Silica	Restek Corp.	L3
Wakopak Wakosil 10 SIL	Wako Pure	L3
Wakopak Wakosil 10SIL-120	Wako Pure	L3
Wakopak Wakosil 5SIL	Wako Pure	L3
Wakopak Wakosil 5SIL Prep	Wako Pure	L3
Wakopak Wakosil 5SIL-120	Wako Pure	L3
Wakopak Wakosil 7SIL-120	Wako Pure	L3
Wakopak Wakosil-II 5SIL-AQ	Wako Pure	L3
Wakopak Wakosil7SIL-120	YMC Co., Ltd.	L3
XBridge HILIC	Waters Corp	L3
YMC-Pack Silica 60, 120, 200, 300A	YMC Co	L3
YMC-Triart SIL	YMC Co., Ltd.	L3
Zodiac Sil	Zodiac	L3
Zodiac Silica		L3
ZORBAX RRHD 300-HILIC	Agilent	L3
ZORBAX Rx-SIL	Agilent	L3
ZORBAX SIL	Agilent	L3
Zorbax Sil Reliance	Agilent Technologies	L3
µPorasil	Waters Corp.	L3
Corasil	Waters Associates	L4
Corasil II	Waters Associates	L4
Deltabond Silica	Keystone	L4
Guard Si	Varian	L4
HC Pellosil	Whatman Inc.	L4
None Cited	n/a	L4
Porasil Prep Silica	Waters Corp	L4
SMT Prep Silica	Separation Methods Tech.	L4
Wakopak Wakosil 40 SIL	Wako Pure	L4
Zodiac Prep Silica	Zodiac Life Sciences	L4
Adsorbosphere XL SCX	Dr. Maisch	L6
Partisil 10 SCX	Hichrom	L6
Partisil SCX	Hichrom	L6
SMT SCX	Separation Methods Tech.	L6
Zipax SCX	DuPont	L6
Zodiac Prep SCX	Zodiac Life Sciences	L6
Acclaim 120 C8	Thermo Scientific	L7
Accucore C8	Thermo Scientific	L7
Accucore XL C8	Thermo Scientific	L7
ACE 300 C8	Advanced Chrom. Tehcnol.	L7
ACE C8	Advanced Chrom. Technol.	L7
ACE C8-300	Advanced Chrom. Technol.	L7
ACE Excel C8	Advanced Chrom. Technol.	L7
ACQUITY UPLC BEH C8	Waters Corp	L7
Adorbosphere XL C8	Dr. Maisch	L7
Adsorbosphere C8	Dr. Maisch	L7
Adsorbosphere XL 300 C8	Dr. Maisch	L7
Adsorbosphere XL C8	Dr. Maisch	L7
Adsorbosphere XL C8-B	Dr. Maisch	L7
Adsorsobil C8	Dr. Maisch	L7
AdvanceBio RP mAb SB-C8	Agilent	L7
Aegispak C8	Young Jin Biochrom	L7
Aeris WIDEPORE XB-C8	Phenomenex	L7
Allsphere C8	Dr. Maisch	L7
Alltech 600 RP8	Dr. Maisch	L7
Alltech C8	Alltech Associates	L7
Alltima C8	Hichrom	L7
Alltima HP C8	Hichrom	L7
Alpha C8	Ad Hoc Scientific	L7
Amethyst C8	Sepax	L7
Amplus C8-30	ChromaNik Technol.	L7
Analytical C8	Perkin-Elmer Corp.	L7
Apex C8	Hichrom	L7
Apollo C8	Hichrom	L7
Aquapore RP-300 C8	PerkinElmer, Inc.	L7
AquaSep C8	ES Industries	L7
Ascentis C8	Supelco	L7
Ascentis Express C8	Supelco	L7
Avanti BDS C8	Exmere Ltd.	L7
Avanti BDS C8(1)	Exmere Ltd.	L7
Avanti BDS C8(2)	Exmere Ltd.	L7
Avanti C8	Exmere Ltd.	L7
Avanti C8(1)	Exmere Ltd.	L7
Avanti C8(2)	Exmere Ltd.	L7
B&J Octyl, High Ligand Dens	Burdick & Jackson	L7
B&J Octyl, High Ligand Density	Burdick & Jackson	L7
Bakerbond C8	JT Baker	L7
BetaBasic 8	Thermo Scientific	L7
BETASIL C8	Thermo Scientific	L7
Bio-C8	Sepax Technologies, Inc.	L7
BioBasic 8	Thermo Scientific	L7
BioZen Intact XB-C8	Phenomenex	L7
Brownlee RP-300 C8	PerkinElmer	L7
Brownlee RP-8	PerkinElmer, Inc.	L7
Capcell Pak C8 AG 120	Osaka Soda Co., Ltd.	L7
Capcell Pak C8 DD	Osaka Soda Co., Ltd.	L7
Capcell Pak C8 SG 120	Osaka Soda Co., Ltd.	L7
Capcell Pak C8 SG 300	Osaka Soda Co., Ltd.	L7
Capcell Pak C8 UG 120	Osaka Soda Co., Ltd.	L7
Chomegabond WR-C8	ES Industries	L7
Chromasol CORAL C8	Intek Chromasol	L7
Chromasol JADE C8	Intek Chromasol	L7
Chromasol ONYX C8	Intek Chromasol	L7
Chromegabond BD C8	ES Industries	L7
Chromegabond WR-C8	E.S. Industries	L7
Chromolith RP8e	Merck KgaA	L7
Clipeus C8	Higgins Analytical	L7
Cogent Bidentate C8	MicroSolv Techn. Corp.	L7
Cogent Bidentate C8 2.o	MicroSolv Techn. Corp.	L7
Cogent e-Column C8	MicroSolv Techn. Corp.	L7
Cogent HPS C8	MicroSolv Techn. Corp.	L7
Cogent hQ C8	MicroSolv Techn. Corp.	L7
Cogent MicroBee C8	MicroSolv Techn. Corp.	L7
Cogent RP C8	MicroSolv Techn. Corp.	L7
Cogent Simulare C8	MicroSolv Techn. Corp.	L7
Columbus C8	Phenomenex	L7
CORTECS C8	Waters Corp.	L7
CORTECS UPLC C8	Waters Corp.	L7
Cosmosil C8 AR-300	Nacalai Tesque, Inc.	L7
Cosmosil C8 MS	Nacalai	L7
DAISO C8 - BIO	DAISO Fine Chem USA, Inc.	L7
DAISO C8 - P	DAISO Fine Chem USA, Inc.	L7
Develosil 300 C8-HG	Nomura Chemical	L7
Develosil C8	Nomura Chemical	L7
Develosil C8-HG	Nomura Chemical	L7
Develosil C8-UG	Nomura Chemical	L7
Diazem 300A C8 4-221	Diazem	L7
Diazem 6000 C8	Diazem	L7
Diazem C8 120A	Diazem	L7
Diazem C8 4-203	Diazem	L7
Diazem C8 6000	Diazem	L7
Diazem C8 6300	Diazem	L7
Diazem C8 DAC1	Diazem	L7
Diazem C8 Dual-Zone	Diazem	L7
Diazem C8 DZM series 1,2,3,4	Diazem	L7
Diazem C8 EC3 300A	Diazem	L7
